form	lemma	POS	register
มีชีวิต	มีชีวิต	verb	formal
มีเส้นสาย	มีเส้นสาย	verb	formal
มุ่งหน้า	มุ่งหน้า	verb	formal
โมฆียะ	โมฆียะ	verb	formal
ไม่คาดฝัน	ไม่คาดฝัน	verb	formal
ไม่เจาะจง	ไม่เจาะจง	verb	formal
ไม่ได้ไป	ไม่ได้ไป	verb	formal
ไม่ได้เรื่อง	ไม่ได้เรื่อง	verb	formal
ไม่โต้ตอบ	ไม่โต้ตอบ	verb	formal
ไม่ทราบ	ไม่ทราบ	verb	formal
ไม่เปลี่ยนแปลง	ไม่เปลี่ยนแปลง	verb	formal
ไม่มีค่า	ไม่มีค่า	verb	formal
ไม่รู้ไม่ชี้	ไม่รู้ไม่ชี้	verb	formal
ไม่ใส่ใจ	ไม่ใส่ใจ	verb	formal
ยกพวก	ยกพวก	verb	formal
ยอก	ยอก	verb	formal
ยอกย้อน	ยอกย้อน	verb	formal
ย้อมสี	ย้อมสี	verb	formal
ยัก	ยัก	verb	formal
ยักคิ้ว	ยักคิ้ว	verb	formal
ย่างก้าว	ย่างก้าว	verb	formal
ย่ำยี	ย่ำยี	verb	formal
ยิน	ยิน	verb	formal
ยินยอมพร้อมใจ	ยินยอมพร้อมใจ	verb	formal
ยิ้มเยาะ	ยิ้มเยาะ	verb	formal
ยึดครอง	ยึดครอง	verb	formal
ยึดติด	ยึดติด	verb	formal
ยืดหยุ่น	ยืดหยุ่น	verb	formal
ยุ่งเกี่ยว	ยุ่งเกี่ยว	verb	formal
ยุ่งเหยิง	ยุ่งเหยิง	verb	formal
เย้ยหยัน	เย้ยหยัน	verb	formal
เยาะเย้ย	เยาะเย้ย	verb	formal
เยี่ยว	เยี่ยว	verb	formal
แยก	แยก	verb	formal
โยนทิ้ง	โยนทิ้ง	verb	formal
รกรุงรัง	รกรุงรัง	verb	formal
รวดเร็ว	รวดเร็ว	verb	formal
รวนเร	รวนเร	verb	formal
รวมกลุ่ม	รวมกลุ่ม	verb	formal
รวมอำนาจ	รวมอำนาจ	verb	formal
รสเด็ด	รสเด็ด	verb	formal
รอ	รอ	verb	formal
ร้องถาม	ร้องถาม	verb	formal
ร้องแรกแหกกระเชอ	ร้องแรกแหกกระเชอ	verb	formal
รอท่า	รอท่า	verb	formal
ร้อนผ่าว	ร้อนผ่าว	verb	formal
ร้อยรัด	ร้อยรัด	verb	formal
ระ	ระ	verb	formal
ระทึก	ระทึก	verb	formal
ระบือ	ระบือ	verb	formal
ระบุวันที่	ระบุวันที่	verb	formal
ระแวดระวัง	ระแวดระวัง	verb	formal
รักชาติ	รักชาติ	verb	formal
รักเดียว	รักเดียว	verb	formal
รังเกียจเดียดฉันท์	รังเกียจเดียดฉันท์	verb	formal
รัน	รัน	verb	formal
รับงาน	รับงาน	verb	formal
รับจ้าง	รับจ้าง	verb	formal
รับตำแหน่ง	รับตำแหน่ง	verb	formal
รับประโยชน์	รับประโยชน์	verb	formal
รับมือ	รับมือ	verb	formal
ร่างกฎหมาย	ร่างกฎหมาย	verb	formal
ร่าย	ร่าย	verb	formal
ร้าย	ร้าย	verb	formal
รำแพน	รำแพน	verb	formal
ร่ำเรียน	ร่ำเรียน	verb	formal
รี่	รี่	verb	formal
รื้อ	รื้อ	verb	formal
รุมล้อม	รุมล้อม	verb	formal
รู้ซึ้ง	รู้ซึ้ง	verb	formal
รู้ไส้รู้พุง	รู้ไส้รู้พุง	verb	formal
เริ่มขึ้น	เริ่มขึ้น	verb	formal
เรียง	เรียง	verb	formal
แรม	แรม	verb	formal
ลงโทษ	ลงโทษ	verb	formal
ลงไป	ลงไป	verb	formal
ลงยา	ลงยา	verb	formal
ลบ	ลบ	verb	formal
ล้มลุกคลุกคลาน	ล้มลุกคลุกคลาน	verb	formal
ล้มหมอนนอนเสื่อ	ล้มหมอนนอนเสื่อ	verb	formal
ล้วงลึก	ล้วงลึก	verb	formal
ลอมชอม	ลอมชอม	verb	formal
ลอยเคว้ง	ลอยเคว้ง	verb	formal
ล่อลวง	ล่อลวง	verb	formal
ล้อหมุน	ล้อหมุน	verb	formal
ลาก	ลาก	verb	formal
ล้างรูป	ล้างรูป	verb	formal
ล่าสัตว์	ล่าสัตว์	verb	formal
ลำดับ	ลำดับ	verb	formal
ลิ้ม	ลิ้ม	verb	formal
ลุกขึ้น	ลุกขึ้น	verb	formal
เล่าเรื่อง	เล่าเรื่อง	verb	formal
เลิกเรียน	เลิกเรียน	verb	formal
เลี้ยงชีพ	เลี้ยงชีพ	verb	formal
เลี่ยงภาษี	เลี่ยงภาษี	verb	formal
เลี้ยงลูก	เลี้ยงลูก	verb	formal
เลือกตั้ง	เลือกตั้ง	verb	formal
เลื่อนขั้น	เลื่อนขั้น	verb	formal
เลื่อนไป	เลื่อนไป	verb	formal
เลื่อนออกไป	เลื่อนออกไป	verb	formal
ไล่หลัง	ไล่หลัง	verb	formal
วก	วก	verb	formal
วัดใจ	วัดใจ	verb	formal
วาง	วาง	verb	formal
ว่าง	ว่าง	verb	formal
ว้าง	ว้าง	verb	formal
วางโครงการ	วางโครงการ	verb	formal
วางเงื่อนไข	วางเงื่อนไข	verb	formal
วางใจ	วางใจ	verb	formal
วางนโยบาย	วางนโยบาย	verb	formal
ว่างเว้น	ว่างเว้น	verb	formal
ว่าจ้าง	ว่าจ้าง	verb	formal
วิพากษ์วิจารณ์	วิพากษ์วิจารณ์	verb	formal
วิสัชนา	วิสัชนา	verb	formal
วู่วาม	วู่วาม	verb	formal
เวน	เวน	verb	formal
เว้น	เว้น	verb	formal
เว้นระยะ	เว้นระยะ	verb	formal
แว้	แว้	verb	formal
โว	โว	verb	informal
ไว้	ไว้	verb	formal
ไว้เนื้อเชื่อใจ	ไว้เนื้อเชื่อใจ	verb	formal
ไว้ลาย	ไว้ลาย	verb	formal
ไว้หนวด	ไว้หนวด	verb	formal
โศกา	โศกา	verb	formal
ส่งจดหมาย	ส่งจดหมาย	verb	formal
สงบลง	สงบลง	verb	formal
ส่งไปให้	ส่งไปให้	verb	formal
ส่งผู้ร้ายข้ามแดน	ส่งผู้ร้ายข้ามแดน	verb	formal
สตาร์ท	สตาร์ท	verb	formal
สนิทสนม	สนิทสนม	verb	formal
สบายใจ	สบายใจ	verb	formal
สมพรปาก	สมพรปาก	verb	formal
สมศักดิ์ศรี	สมศักดิ์ศรี	verb	formal
สมัคร	สมัคร	verb	formal
สรรหา	สรรหา	verb	formal
สร้างชื่อเสียง	สร้างชื่อเสียง	verb	formal
สร้างเนื้อสร้างตัว	สร้างเนื้อสร้างตัว	verb	formal
สลบ	สลบ	verb	formal
สละเวลา	สละเวลา	verb	formal
สลับฉาก	สลับฉาก	verb	formal
สวยหยาดเยิ้ม	สวยหยาดเยิ้ม	verb	formal
สวรรคต	สวรรคต	verb	formal
สว่าง	สว่าง	verb	formal
สว่างจ้า	สว่างจ้า	verb	formal
สอดคล้องกัน	สอดคล้องกัน	verb	formal
สอบตก	สอบตก	verb	formal
สอบไล่	สอบไล่	verb	formal
สะดุ้ง	สะดุ้ง	verb	formal
สะเทิ้น	สะเทิ้น	verb	formal
สั่งของ	สั่งของ	verb	formal
สับปลับ	สับปลับ	verb	formal
สัมพันธ์	สัมพันธ์	verb	formal
สัมพันธ์กัน	สัมพันธ์กัน	verb	formal
สาดส่อง	สาดส่อง	verb	formal
สาปแช่ง	สาปแช่ง	verb	formal
สาละวน	สาละวน	verb	formal
สำมะเลเทเมา	สำมะเลเทเมา	verb	formal
สำเร็จผล	สำเร็จผล	verb	formal
สำเหนียก	สำเหนียก	verb	formal
สิ้น	สิ้น	verb	formal
สืบเสาะ	สืบเสาะ	verb	formal
สุขกาย	สุขกาย	verb	formal
สุขสันต์	สุขสันต์	verb	formal
สุรุ่ยสุร่าย	สุรุ่ยสุร่าย	verb	formal
สูญ	สูญ	verb	formal
สูญสิ้น	สูญสิ้น	verb	formal
สูญหาย	สูญหาย	verb	formal
สูบฉีด	สูบฉีด	verb	formal
เสนอข่าว	เสนอข่าว	verb	formal
เสวนา	เสวนา	verb	informal
เสวย	เสวย	verb	formal
เสียค่าใช้จ่าย	เสียค่าใช้จ่าย	verb	formal
เสี่ยงอันตราย	เสี่ยงอันตราย	verb	formal
เสียว	เสียว	verb	formal
เสียเวลา	เสียเวลา	verb	formal
เสียหน้า	เสียหน้า	verb	formal
แสดงความกตัญญู	แสดงความกตัญญู	verb	formal
แสดงค่า	แสดงค่า	verb	formal
ใส่ไคล้	ใส่ไคล้	verb	formal
ใส่ปุ๋ย	ใส่ปุ๋ย	verb	formal
